日期,经度,纬度,高程,日降雨量,涌水量
2024-03-28,400119.158,3044703.654,670,5.183,45.743
2024-03-29,400119.158,3044703.654,670,0.039,45.0
2024-03-30,400119.158,3044703.654,670,1.066,42.071
2024-03-31,400119.158,3044703.654,670,2.134,39.143
2024-04-01,400119.158,3044703.654,670,0.0,36.214
2024-04-02,400119.158,3044703.654,670,0.0,33.286
2024-04-03,400119.158,3044703.654,670,0.0,30.357
2024-04-04,400119.158,3044703.654,670,0.0,27.429
2024-04-05,400119.158,3044703.654,670,0.086,24.5
2024-04-06,400119.158,3044703.654,670,0.391,24.375
2024-04-07,400119.158,3044703.654,670,0.323,24.25
2024-04-08,400119.158,3044703.654,670,0.0,24.125
2024-04-09,400119.158,3044703.654,670,0.0,24.0
2024-04-10,400119.158,3044703.654,670,0.215,23.875
2024-04-11,400119.158,3044703.654,670,0.185,23.75
2024-04-12,400119.158,3044703.654,670,0.0,23.625
2024-04-13,400119.158,3044703.654,670,0.0,23.5
2024-04-14,400119.158,3044703.654,670,0.0,22.286
2024-04-15,400119.158,3044703.654,670,0.0,21.071
2024-04-16,400119.158,3044703.654,670,0.0,19.857
2024-04-17,400119.158,3044703.654,670,2.149,18.643
2024-04-18,400119.158,3044703.654,670,3.257,17.429
2024-04-19,400119.158,3044703.654,670,4.497,16.214
2024-04-20,400119.158,3044703.654,670,6.45,15.0
2024-04-21,400119.158,3044703.654,670,0.901,14.286
2024-04-22,400119.158,3044703.654,670,3.199,13.571
2024-04-23,400119.158,3044703.654,670,4.241,12.857
2024-04-24,400119.158,3044703.654,670,0.26,12.143
2024-04-25,400119.158,3044703.654,670,0.0,11.429
2024-04-26,400119.158,3044703.654,670,0.0,10.714
2024-04-27,400119.158,3044703.654,670,0.0,10.0
2024-04-28,400119.158,3044703.654,670,0.0,10.0
2024-04-29,400119.158,3044703.654,670,0.49,10.0
2024-04-30,400119.158,3044703.654,670,1.744,10.0
2024-05-01,400119.158,3044703.654,670,1.566,10.0
2024-05-02,400119.158,3044703.654,670,0.0,10.0
2024-05-03,400119.158,3044703.654,670,0.213,10.0
2024-05-04,400119.158,3044703.654,670,4.776,10.0
2024-05-05,400119.158,3044703.654,670,0.011,10.0
2024-05-06,400119.158,3044703.654,670,6.953,10.0
2024-05-07,400119.158,3044703.654,670,10.717,10.0
2024-05-08,400119.158,3044703.654,670,5.388,10.0
2024-05-09,400119.158,3044703.654,670,3.532,10.0
2024-05-10,400119.158,3044703.654,670,0.221,10.0
2024-05-11,400119.158,3044703.654,670,4.495,10.0
2023-01-01,400277.273,3044902.064,430,1.747,30.0
2023-01-02,400277.273,3044902.064,430,3.16,30.0
2023-01-03,400277.273,3044902.064,430,0.857,30.0
2023-01-04,400277.273,3044902.064,430,1.712,30.0
2023-01-05,400277.273,3044902.064,430,1.942,30.0
2023-01-06,400277.273,3044902.064,430,0.201,30.0
2023-01-07,400277.273,3044902.064,430,0.006,30.0
2023-01-08,400277.273,3044902.064,430,0.043,30.0
2023-01-09,400277.273,3044902.064,430,0.099,30.0
2023-01-10,400277.273,3044902.064,430,0.266,30.0
2023-01-11,400277.273,3044902.064,430,0.365,30.0
2023-01-12,400277.273,3044902.064,430,0.176,30.0
2023-01-13,400277.273,3044902.064,430,2.052,30.0
2023-01-14,400277.273,3044902.064,430,3.953,30.0
2023-01-15,400277.273,3044902.064,430,3.943,30.0
2023-01-16,400277.273,3044902.064,430,1.413,30.0
2023-01-17,400277.273,3044902.064,430,2.615,30.0
2023-01-18,400277.273,3044902.064,430,0.636,30.0
2023-01-19,400277.273,3044902.064,430,0.41,29.8
2023-01-20,400277.273,3044902.064,430,0.951,29.6
2023-01-21,400277.273,3044902.064,430,1.063,29.4
2023-01-22,400277.273,3044902.064,430,0.726,29.2
2023-01-23,400277.273,3044902.064,430,4.415,29.0
2023-01-24,400277.273,3044902.064,430,4.727,28.8
2023-01-25,400277.273,3044902.064,430,0.187,28.6
2023-01-26,400277.273,3044902.064,430,2.155,28.4
2023-01-27,400277.273,3044902.064,430,3.925,28.2
2023-01-28,400277.273,3044902.064,430,0.672,28.0
2023-01-29,400277.273,3044902.064,430,0.013,28.0
2023-01-30,400277.273,3044902.064,430,0.006,28.0
2023-01-31,400277.273,3044902.064,430,0.047,28.0
2023-02-01,400277.273,3044902.064,430,0.231,28.0
2023-02-02,400277.273,3044902.064,430,1.454,28.0
2023-02-03,400277.273,3044902.064,430,0.332,27.571
2023-02-04,400277.273,3044902.064,430,2.133,27.143
2023-02-05,400277.273,3044902.064,430,1.465,26.714
2023-02-06,400277.273,3044902.064,430,1.778,26.286
2023-02-07,400277.273,3044902.064,430,3.46,25.857
2023-02-08,400277.273,3044902.064,430,2.313,25.429
2023-02-09,400277.273,3044902.064,430,1.911,25.0
2023-02-10,400277.273,3044902.064,430,1.164,25.0
2023-02-11,400277.273,3044902.064,430,1.068,25.0
2023-02-12,400277.273,3044902.064,430,5.228,25.0
2023-02-13,400277.273,3044902.064,430,5.776,25.0
2023-02-14,400277.273,3044902.064,430,1.567,25.0
2023-02-15,400277.273,3044902.064,430,1.783,25.0
2023-02-16,400277.273,3044902.064,430,0.524,25.0
2023-02-17,400277.273,3044902.064,430,0.101,25.0
2023-02-18,400277.273,3044902.064,430,2.087,25.0
2023-02-19,400277.273,3044902.064,430,1.072,25.0
2023-02-20,400277.273,3044902.064,430,1.6,25.0
2023-02-21,400277.273,3044902.064,430,3.862,25.0
2023-02-22,400277.273,3044902.064,430,3.581,25.0
2023-02-23,400277.273,3044902.064,430,3.151,25.0
2023-02-24,400277.273,3044902.064,430,2.651,25.0
2023-02-25,400277.273,3044902.064,430,1.281,25.0
2023-02-26,400277.273,3044902.064,430,0.037,25.0
2023-02-27,400277.273,3044902.064,430,0.286,25.0
2023-02-28,400277.273,3044902.064,430,1.859,25.0
2023-03-01,400277.273,3044902.064,430,4.526,25.0
2023-03-02,400277.273,3044902.064,430,2.927,25.0
2023-03-03,400277.273,3044902.064,430,2.293,25.0
2023-03-04,400277.273,3044902.064,430,0.772,25.0
2023-03-05,400277.273,3044902.064,430,0.645,25.0
2023-03-06,400277.273,3044902.064,430,2.172,25.0
2023-03-07,400277.273,3044902.064,430,3.028,25.0
2023-03-08,400277.273,3044902.064,430,2.25,25.0
2023-03-09,400277.273,3044902.064,430,0.936,25.0
2023-03-10,400277.273,3044902.064,430,1.975,25.0
2023-03-11,400277.273,3044902.064,430,7.304,25.0
2023-03-12,400277.273,3044902.064,430,19.985,25.0
2023-03-13,400277.273,3044902.064,430,1.577,25.0
2023-03-14,400277.273,3044902.064,430,0.22,25.0
2023-03-15,400277.273,3044902.064,430,1.197,25.0
2023-03-16,400277.273,3044902.064,430,2.691,25.0
2023-03-17,400277.273,3044902.064,430,2.275,25.0
2023-03-18,400277.273,3044902.064,430,2.664,25.0
2023-03-19,400277.273,3044902.064,430,1.623,25.0
2023-03-20,400277.273,3044902.064,430,1.287,25.0
2023-03-21,400277.273,3044902.064,430,1.663,25.0
2023-03-22,400277.273,3044902.064,430,6.254,25.0
2023-03-23,400277.273,3044902.064,430,3.577,25.0
2023-03-24,400277.273,3044902.064,430,1.65,25.0
2023-03-25,400277.273,3044902.064,430,3.203,25.0
2023-03-26,400277.273,3044902.064,430,4.739,25.0
2023-03-27,400277.273,3044902.064,430,5.805,25.0
2023-03-28,400277.273,3044902.064,430,4.596,25.0
2023-03-29,400277.273,3044902.064,430,1.468,25.0
2023-03-30,400277.273,3044902.064,430,0.423,25.0
2023-03-31,400277.273,3044902.064,430,2.13,25.0
2023-04-01,400277.273,3044902.064,430,0.188,25.0
2023-04-02,400277.273,3044902.064,430,1.038,25.0
2023-04-03,400277.273,3044902.064,430,2.637,25.0
2023-04-04,400277.273,3044902.064,430,1.594,25.0
2023-04-05,400277.273,3044902.064,430,4.984,25.0
2023-04-06,400277.273,3044902.064,430,6.27,25.0
2023-04-07,400277.273,3044902.064,430,1.655,25.0
2023-04-08,400277.273,3044902.064,430,1.417,25.0
2023-04-09,400277.273,3044902.064,430,0.866,25.0
2023-04-10,400277.273,3044902.064,430,1.125,25.0
2023-04-11,400277.273,3044902.064,430,2.647,25.0
2023-04-12,400277.273,3044902.064,430,0.533,25.0
2023-04-13,400277.273,3044902.064,430,1.718,25.0
2023-04-14,400277.273,3044902.064,430,8.322,25.0
2023-04-15,400277.273,3044902.064,430,8.822,25.0
2023-04-16,400277.273,3044902.064,430,0.037,25.0
2023-04-17,400277.273,3044902.064,430,1.288,25.0
2023-04-18,400277.273,3044902.064,430,8.815,25.0
2023-04-19,400277.273,3044902.064,430,2.695,25.0
2023-04-20,400277.273,3044902.064,430,5.636,25.0
2023-04-21,400277.273,3044902.064,430,5.605,25.0
2023-04-22,400277.273,3044902.064,430,4.142,25.0
2023-04-23,400277.273,3044902.064,430,3.443,25.0
2023-04-24,400277.273,3044902.064,430,4.214,25.0
2023-04-25,400277.273,3044902.064,430,0.784,25.0
2023-04-26,400277.273,3044902.064,430,2.143,25.0
2023-04-27,400277.273,3044902.064,430,0.866,25.0
2023-04-28,400277.273,3044902.064,430,13.999,25.0
2023-04-29,400277.273,3044902.064,430,3.317,25.0
2023-04-30,400277.273,3044902.064,430,0.265,25.0
2023-05-01,400277.273,3044902.064,430,0.484,25.0
2023-05-02,400277.273,3044902.064,430,0.996,25.0
2023-05-03,400277.273,3044902.064,430,0.263,25.0
2023-05-04,400277.273,3044902.064,430,1.424,25.0
2023-05-05,400277.273,3044902.064,430,3.938,25.0
2023-05-06,400277.273,3044902.064,430,5.408,25.0
2023-05-07,400277.273,3044902.064,430,3.243,25.0
2023-05-08,400277.273,3044902.064,430,7.224,25.0
2023-05-09,400277.273,3044902.064,430,6.471,25.0
2023-05-10,400277.273,3044902.064,430,7.278,25.0
2023-05-11,400277.273,3044902.064,430,5.701,25.0
2023-05-12,400277.273,3044902.064,430,0.861,25.0
2023-05-13,400277.273,3044902.064,430,0.721,25.0
2023-05-14,400277.273,3044902.064,430,0.01,25.0
2023-05-15,400277.273,3044902.064,430,0.197,25.0
2023-05-16,400277.273,3044902.064,430,0.128,25.0
2023-05-17,400277.273,3044902.064,430,2.667,25.0
2023-05-18,400277.273,3044902.064,430,5.087,25.0
2023-05-19,400277.273,3044902.064,430,10.411,25.0
2023-05-20,400277.273,3044902.064,430,3.336,25.0
2023-05-21,400277.273,3044902.064,430,8.08,25.0
2023-05-22,400277.273,3044902.064,430,2.35,25.0
2023-05-23,400277.273,3044902.064,430,0.174,25.0
2023-05-24,400277.273,3044902.064,430,0.656,25.0
2023-05-25,400277.273,3044902.064,430,3.075,25.0
2023-05-26,400277.273,3044902.064,430,1.318,25.0
2023-05-27,400277.273,3044902.064,430,2.701,25.0
2023-05-28,400277.273,3044902.064,430,1.192,25.0
2023-05-29,400277.273,3044902.064,430,1.731,25.0
2023-05-30,400277.273,3044902.064,430,6.552,25.0
2023-05-31,400277.273,3044902.064,430,12.877,25.0
2023-06-01,400277.273,3044902.064,430,21.218,25.0
2023-06-02,400277.273,3044902.064,430,6.422,25.0
2023-06-03,400277.273,3044902.064,430,5.392,25.0
2023-06-04,400277.273,3044902.064,430,4.177,25.0
2023-06-05,400277.273,3044902.064,430,3.262,25.0
2023-06-06,400277.273,3044902.064,430,0.24,25.0
2023-06-07,400277.273,3044902.064,430,2.729,25.0
2023-06-08,400277.273,3044902.064,430,7.139,25.0
2023-06-09,400277.273,3044902.064,430,0.769,25.0
2023-06-10,400277.273,3044902.064,430,0.006,25.0
2023-06-11,400277.273,3044902.064,430,0.586,25.0
2023-06-12,400277.273,3044902.064,430,10.311,25.0
2023-06-13,400277.273,3044902.064,430,4.297,25.0
2023-06-14,400277.273,3044902.064,430,17.09,25.0
2023-06-15,400277.273,3044902.064,430,8.189,25.0
2023-06-16,400277.273,3044902.064,430,2.114,25.0
2023-06-17,400277.273,3044902.064,430,2.551,25.0
2023-06-18,400277.273,3044902.064,430,2.93,25.0
2023-06-19,400277.273,3044902.064,430,12.428,25.0
2023-06-20,400277.273,3044902.064,430,9.305,25.0
2023-06-21,400277.273,3044902.064,430,17.877,25.0
2023-06-22,400277.273,3044902.064,430,1.063,25.0
2023-06-23,400277.273,3044902.064,430,2.098,24.286
2023-06-24,400277.273,3044902.064,430,1.219,23.571
2023-06-25,400277.273,3044902.064,430,0.114,22.857
2023-06-26,400277.273,3044902.064,430,0.36,22.143
2023-06-27,400277.273,3044902.064,430,0.007,21.429
2023-06-28,400277.273,3044902.064,430,3.077,20.714
2023-06-29,400277.273,3044902.064,430,5.332,20.0
2023-06-30,400277.273,3044902.064,430,4.964,20.0
2023-07-01,400277.273,3044902.064,430,2.301,20.0
2023-07-02,400277.273,3044902.064,430,2.955,20.0
2023-07-03,400277.273,3044902.064,430,28.755,20.0
2023-07-04,400277.273,3044902.064,430,17.698,20.0
2023-07-05,400277.273,3044902.064,430,0.006,20.0
2023-07-06,400277.273,3044902.064,430,0.426,20.0
2023-07-07,400277.273,3044902.064,430,18.664,20.0
2023-07-08,400277.273,3044902.064,430,14.752,20.0
2023-07-09,400277.273,3044902.064,430,0.671,20.0
2023-07-10,400277.273,3044902.064,430,0.156,20.0
2023-07-11,400277.273,3044902.064,430,2.832,20.0
2023-07-12,400277.273,3044902.064,430,5.618,20.0
2023-07-13,400277.273,3044902.064,430,13.176,20.0
2023-07-14,400277.273,3044902.064,430,1.834,20.0
2023-07-15,400277.273,3044902.064,430,0.006,20.0
2023-07-16,400277.273,3044902.064,430,0.006,20.0
2023-07-17,400277.273,3044902.064,430,0.081,20.0
2023-07-18,400277.273,3044902.064,430,0.115,20.0
2023-07-19,400277.273,3044902.064,430,14.893,20.0
2023-07-20,400277.273,3044902.064,430,15.754,20.0
2023-07-21,400277.273,3044902.064,430,11.376,20.0
2023-07-22,400277.273,3044902.064,430,0.147,20.0
2023-07-23,400277.273,3044902.064,430,0.925,20.0
2023-07-24,400277.273,3044902.064,430,11.861,20.0
2023-07-25,400277.273,3044902.064,430,17.807,20.0
2023-07-26,400277.273,3044902.064,430,14.6,20.0
2023-07-27,400277.273,3044902.064,430,29.919,20.0
2023-07-28,400277.273,3044902.064,430,3.775,20.0
2023-07-29,400277.273,3044902.064,430,0.691,20.0
2023-07-30,400277.273,3044902.064,430,3.725,20.0
2023-07-31,400277.273,3044902.064,430,17.763,20.0
2023-08-01,400277.273,3044902.064,430,10.583,20.0
2023-08-02,400277.273,3044902.064,430,5.523,20.0
2023-08-03,400277.273,3044902.064,430,3.957,20.0
2023-08-04,400277.273,3044902.064,430,13.026,20.0
2023-08-05,400277.273,3044902.064,430,12.168,20.0
2023-08-06,400277.273,3044902.064,430,13.103,20.0
2023-08-07,400277.273,3044902.064,430,6.248,20.0
2023-08-08,400277.273,3044902.064,430,7.088,20.0
2023-08-09,400277.273,3044902.064,430,10.196,20.0
2023-08-10,400277.273,3044902.064,430,5.224,20.0
2023-08-11,400277.273,3044902.064,430,8.858,20.0
2023-08-12,400277.273,3044902.064,430,4.072,20.0
2023-08-13,400277.273,3044902.064,430,0.093,20.0
2023-08-14,400277.273,3044902.064,430,0.061,20.0
2023-08-15,400277.273,3044902.064,430,1.839,20.0
2023-08-16,400277.273,3044902.064,430,2.52,20.0
2023-08-17,400277.273,3044902.064,430,14.437,20.0
2023-08-18,400277.273,3044902.064,430,12.114,20.0
2023-08-19,400277.273,3044902.064,430,18.894,20.0
2023-08-20,400277.273,3044902.064,430,13.549,20.0
2023-08-21,400277.273,3044902.064,430,22.641,20.0
2023-08-22,400277.273,3044902.064,430,1.798,20.0
2023-08-23,400277.273,3044902.064,430,19.719,20.0
2023-08-24,400277.273,3044902.064,430,20.582,20.0
2023-08-25,400277.273,3044902.064,430,5.89,20.0
2023-08-26,400277.273,3044902.064,430,10.337,20.0
2023-08-27,400277.273,3044902.064,430,8.659,20.0
2023-08-28,400277.273,3044902.064,430,1.612,20.0
2023-08-29,400277.273,3044902.064,430,1.821,20.0
2023-08-30,400277.273,3044902.064,430,4.127,20.0
2023-08-31,400277.273,3044902.064,430,0.133,20.0
2023-09-01,400277.273,3044902.064,430,2.195,20.0
2023-09-02,400277.273,3044902.064,430,0.019,20.0
2023-09-03,400277.273,3044902.064,430,0.035,20.0
2023-09-04,400277.273,3044902.064,430,0.588,20.0
2023-09-05,400277.273,3044902.064,430,0.032,20.0
2023-09-06,400277.273,3044902.064,430,1.861,20.0
2023-09-07,400277.273,3044902.064,430,2.556,20.0
2023-09-08,400277.273,3044902.064,430,1.387,20.0
2023-09-09,400277.273,3044902.064,430,15.73,20.0
2023-09-10,400277.273,3044902.064,430,2.887,20.0
2023-09-11,400277.273,3044902.064,430,16.649,20.0
2023-09-12,400277.273,3044902.064,430,5.307,20.0
2023-09-13,400277.273,3044902.064,430,0.803,20.0
2023-09-14,400277.273,3044902.064,430,0.011,20.0
2023-09-15,400277.273,3044902.064,430,0.071,20.0
2023-09-16,400277.273,3044902.064,430,0.042,20.0
2023-09-17,400277.273,3044902.064,430,0.713,20.0
2023-09-18,400277.273,3044902.064,430,2.023,20.0
2023-09-19,400277.273,3044902.064,430,16.716,20.0
2023-09-20,400277.273,3044902.064,430,18.546,20.0
2023-09-21,400277.273,3044902.064,430,9.754,20.0
2023-09-22,400277.273,3044902.064,430,6.079,20.0
2023-09-23,400277.273,3044902.064,430,2.212,20.0
2023-09-24,400277.273,3044902.064,430,4.073,20.0
2023-09-25,400277.273,3044902.064,430,7.924,20.0
2023-09-26,400277.273,3044902.064,430,1.773,20.0
2023-09-27,400277.273,3044902.064,430,2.546,20.0
2023-09-28,400277.273,3044902.064,430,9.514,20.0
2023-09-29,400277.273,3044902.064,430,2.285,20.0
2023-09-30,400277.273,3044902.064,430,2.237,20.0
2023-10-01,400277.273,3044902.064,430,2.042,20.0
2023-10-02,400277.273,3044902.064,430,3.449,20.0
2023-10-03,400277.273,3044902.064,430,2.353,20.0
2023-10-04,400277.273,3044902.064,430,5.877,20.0
2023-10-05,400277.273,3044902.064,430,12.409,20.0
2023-10-06,400277.273,3044902.064,430,13.773,20.0
2023-10-07,400277.273,3044902.064,430,13.352,20.0
2023-10-08,400277.273,3044902.064,430,4.657,20.0
2023-10-09,400277.273,3044902.064,430,5.811,20.0
2023-10-10,400277.273,3044902.064,430,2.437,20.0
2023-10-11,400277.273,3044902.064,430,3.013,20.0
2023-10-12,400277.273,3044902.064,430,5.791,20.0
2023-10-13,400277.273,3044902.064,430,11.172,20.0
2023-10-14,400277.273,3044902.064,430,1.109,20.0
2023-10-15,400277.273,3044902.064,430,1.114,20.0
2023-10-16,400277.273,3044902.064,430,1.261,20.0
2023-10-17,400277.273,3044902.064,430,0.959,20.0
2023-10-18,400277.273,3044902.064,430,3.811,20.0
2023-10-19,400277.273,3044902.064,430,4.114,20.0
2023-10-20,400277.273,3044902.064,430,0.081,20.0
2023-10-21,400277.273,3044902.064,430,0.084,20.0
2023-10-22,400277.273,3044902.064,430,0.31,20.0
2023-10-23,400277.273,3044902.064,430,0.611,20.0
2023-10-24,400277.273,3044902.064,430,3.22,20.0
2023-10-25,400277.273,3044902.064,430,3.445,20.0
2023-10-26,400277.273,3044902.064,430,5.756,20.0
2023-10-27,400277.273,3044902.064,430,1.747,20.0
2023-10-28,400277.273,3044902.064,430,0.686,20.0
2023-10-29,400277.273,3044902.064,430,0.825,20.0
2023-10-30,400277.273,3044902.064,430,0.428,20.0
2023-10-31,400277.273,3044902.064,430,0.469,20.0
2023-11-01,400277.273,3044902.064,430,0.332,20.0
2023-11-02,400277.273,3044902.064,430,1.713,20.0
2023-11-03,400277.273,3044902.064,430,6.605,20.0
2023-11-04,400277.273,3044902.064,430,1.462,20.0
2023-11-05,400277.273,3044902.064,430,2.768,20.0
2023-11-06,400277.273,3044902.064,430,0.377,20.0
2023-11-07,400277.273,3044902.064,430,0.334,20.0
2023-11-08,400277.273,3044902.064,430,1.785,20.0
2023-11-09,400277.273,3044902.064,430,1.756,20.0
2023-11-10,400277.273,3044902.064,430,1.864,20.0
2023-11-11,400277.273,3044902.064,430,4.122,20.0
2023-11-12,400277.273,3044902.064,430,8.955,20.0
2023-11-13,400277.273,3044902.064,430,0.963,20.0
2023-11-14,400277.273,3044902.064,430,0.547,20.0
2023-11-15,400277.273,3044902.064,430,5.23,20.0
2023-11-16,400277.273,3044902.064,430,2.18,20.0
2023-11-17,400277.273,3044902.064,430,0.007,20.0
2023-11-18,400277.273,3044902.064,430,4.838,20.0
2023-11-19,400277.273,3044902.064,430,0.01,20.0
2023-11-20,400277.273,3044902.064,430,0.259,20.0
2023-11-21,400277.273,3044902.064,430,1.371,20.0
2023-11-22,400277.273,3044902.064,430,0.375,20.0
2023-11-23,400277.273,3044902.064,430,0.389,20.0
2023-11-24,400277.273,3044902.064,430,0.583,20.0
2023-11-25,400277.273,3044902.064,430,2.389,20.0
2023-11-26,400277.273,3044902.064,430,2.016,20.0
2023-11-27,400277.273,3044902.064,430,0.48,20.0
2023-11-28,400277.273,3044902.064,430,1.008,20.0
2023-11-29,400277.273,3044902.064,430,3.373,20.0
2023-11-30,400277.273,3044902.064,430,4.979,20.0
2023-12-01,400277.273,3044902.064,430,2.496,20.0
2023-12-02,400277.273,3044902.064,430,2.149,20.0
2023-12-03,400277.273,3044902.064,430,1.537,20.0
2023-12-04,400277.273,3044902.064,430,0.472,20.0
2023-12-05,400277.273,3044902.064,430,1.666,20.0
2023-12-06,400277.273,3044902.064,430,2.142,20.0
2023-12-07,400277.273,3044902.064,430,0.005,20.0
2023-12-08,400277.273,3044902.064,430,0.264,20.0
2023-12-09,400277.273,3044902.064,430,0.295,20.0
2023-12-10,400277.273,3044902.064,430,1.363,20.0
2023-12-11,400277.273,3044902.064,430,2.959,20.0
2023-12-12,400277.273,3044902.064,430,1.038,20.0
2023-12-13,400277.273,3044902.064,430,0.015,20.0
2023-12-14,400277.273,3044902.064,430,0.435,20.0
2023-12-15,400277.273,3044902.064,430,3.68,20.0
2023-12-16,400277.273,3044902.064,430,1.633,20.714
2023-12-17,400277.273,3044902.064,430,1.013,21.429
2023-12-18,400277.273,3044902.064,430,0.946,22.143
2023-12-19,400277.273,3044902.064,430,0.075,22.857
2023-12-20,400277.273,3044902.064,430,0.139,23.571
2023-12-21,400277.273,3044902.064,430,1.589,24.286
2023-12-22,400277.273,3044902.064,430,2.597,25.0
2023-12-23,400277.273,3044902.064,430,1.079,25.571
2023-12-24,400277.273,3044902.064,430,1.098,26.143
2023-12-25,400277.273,3044902.064,430,0.266,26.714
2023-12-26,400277.273,3044902.064,430,0.674,27.286
2023-12-27,400277.273,3044902.064,430,0.068,27.857
2023-12-28,400277.273,3044902.064,430,1.119,28.429
2023-12-29,400277.273,3044902.064,430,0.748,29.0
2023-12-30,400277.273,3044902.064,430,0.311,29.143
2023-12-31,400277.273,3044902.064,430,0.777,29.286
2024-01-01,400277.273,3044902.064,430,0.715,29.429
2024-01-02,400277.273,3044902.064,430,0.924,29.571
2024-01-03,400277.273,3044902.064,430,1.091,29.714
2024-01-04,400277.273,3044902.064,430,0.063,29.857
2024-01-05,400277.273,3044902.064,430,0.018,30.0
2024-01-06,400277.273,3044902.064,430,0.029,30.714
2024-01-07,400277.273,3044902.064,430,0.104,31.429
2024-01-08,400277.273,3044902.064,430,0.028,32.143
2024-01-09,400277.273,3044902.064,430,0.046,32.857
2024-01-10,400277.273,3044902.064,430,0.486,33.571
2024-01-11,400277.273,3044902.064,430,0.219,34.286
2024-01-12,400277.273,3044902.064,430,0.024,35.0
2024-01-13,400277.273,3044902.064,430,0.002,34.814
2024-01-14,400277.273,3044902.064,430,0.003,34.629
2024-01-15,400277.273,3044902.064,430,0.006,34.443
2024-01-16,400277.273,3044902.064,430,0.076,34.257
2024-01-17,400277.273,3044902.064,430,0.156,34.071
2024-01-18,400277.273,3044902.064,430,0.01,33.886
2024-01-19,400277.273,3044902.064,430,0.111,33.7
2024-01-20,400277.273,3044902.064,430,0.717,33.743
2024-01-21,400277.273,3044902.064,430,4.834,33.786
2024-01-22,400277.273,3044902.064,430,2.549,33.829
2024-01-23,400277.273,3044902.064,430,0.971,33.871
2024-01-24,400277.273,3044902.064,430,0.902,33.914
2024-01-25,400277.273,3044902.064,430,0.266,33.957
2024-01-26,400277.273,3044902.064,430,0.12,34.0
2024-01-27,400277.273,3044902.064,430,0.44,34.143
2024-01-28,400277.273,3044902.064,430,0.218,34.286
2024-01-29,400277.273,3044902.064,430,0.022,34.429
2024-01-30,400277.273,3044902.064,430,0.032,34.571
2024-01-31,400277.273,3044902.064,430,0.01,34.714
2024-02-01,400277.273,3044902.064,430,0.023,34.857
2024-02-02,400277.273,3044902.064,430,0.168,35.0
2024-02-03,400277.273,3044902.064,430,2.874,35.167
2024-02-04,400277.273,3044902.064,430,0.287,35.333
2024-02-05,400277.273,3044902.064,430,0.267,35.5
2024-02-06,400277.273,3044902.064,430,0.401,35.667
2024-02-07,400277.273,3044902.064,430,0.204,35.833
2024-02-08,400277.273,3044902.064,430,0.267,36.0
2024-02-09,400277.273,3044902.064,430,0.077,35.933
2024-02-10,400277.273,3044902.064,430,0.002,35.867
2024-02-11,400277.273,3044902.064,430,0.001,35.8
2024-02-12,400277.273,3044902.064,430,0.001,35.733
2024-02-13,400277.273,3044902.064,430,0.0,35.667
2024-02-14,400277.273,3044902.064,430,0.003,35.6
2024-02-15,400277.273,3044902.064,430,0.004,35.533
2024-02-16,400277.273,3044902.064,430,0.0,35.467
2024-02-17,400277.273,3044902.064,430,0.001,35.4
2024-02-18,400277.273,3044902.064,430,0.001,35.333
2024-02-19,400277.273,3044902.064,430,0.001,35.267
2024-02-20,400277.273,3044902.064,430,0.001,35.2
2024-02-21,400277.273,3044902.064,430,0.211,35.133
2024-02-22,400277.273,3044902.064,430,0.662,35.067
2024-02-23,400277.273,3044902.064,430,0.326,35.0
2024-02-24,400277.273,3044902.064,430,0.769,34.786
2024-02-25,400277.273,3044902.064,430,0.049,34.571
2024-02-26,400277.273,3044902.064,430,0.068,34.357
2024-02-27,400277.273,3044902.064,430,0.047,34.143
2024-02-28,400277.273,3044902.064,430,0.145,33.929
2024-02-29,400277.273,3044902.064,430,0.375,33.714
2024-03-01,400277.273,3044902.064,430,3.49,33.5
2024-03-02,400277.273,3044902.064,430,2.079,33.4
2024-03-03,400277.273,3044902.064,430,0.398,33.3
2024-03-04,400277.273,3044902.064,430,0.702,33.2
2024-03-05,400277.273,3044902.064,430,2.192,33.1
2024-03-06,400277.273,3044902.064,430,3.488,33.0
2024-03-07,400277.273,3044902.064,430,4.253,32.9
2024-03-08,400277.273,3044902.064,430,2.302,32.8
2024-03-09,400277.273,3044902.064,430,2.238,32.875
2024-03-10,400277.273,3044902.064,430,3.825,32.95
2024-03-11,400277.273,3044902.064,430,0.678,33.025
2024-03-12,400277.273,3044902.064,430,1.421,33.1
2024-03-13,400277.273,3044902.064,430,2.0,33.175
2024-03-14,400277.273,3044902.064,430,0.0,33.25
2024-03-15,400277.273,3044902.064,430,0.0,33.325
2024-03-16,400277.273,3044902.064,430,0.0,33.4
2024-03-17,400277.273,3044902.064,430,0.0,30.917
2024-03-18,400277.273,3044902.064,430,0.0,28.433
2024-03-19,400277.273,3044902.064,430,0.051,25.95
2024-03-20,400277.273,3044902.064,430,0.149,23.467
2024-03-21,400277.273,3044902.064,430,0.0,20.983
2024-03-22,400277.273,3044902.064,430,0.0,18.5
2024-03-23,400277.273,3044902.064,430,0.0,18.714
2024-03-24,400277.273,3044902.064,430,0.0,18.929
2024-03-25,400277.273,3044902.064,430,0.0,19.143
2024-03-26,400277.273,3044902.064,430,0.0,19.357
2024-03-27,400277.273,3044902.064,430,4.179,19.571
2024-03-28,400277.273,3044902.064,430,5.183,19.786
2024-03-29,400277.273,3044902.064,430,0.039,20.0
